Name	ID	ALL	ALL.1	ALL.2	ALL.3	ALL.4	ALL.5	ALL.6	ALL.7	ALL.8	ALL.9	ALL.10	ALL.11	ALL.12	ALL.13	ALL.14	ALL.15	ALL.16	ALL.17	ALL.18	ALL.19	ALL.20	ALL.21	ALL.22	ALL.23	ALL.24	ALL.25	ALL.26	AML	AML.1	AML.2	AML.3	AML.4	AML.5	AML.6	AML.7	AML.8	AML.9	AML.10
SPHAR_gene_for_cyclin-related_protein	X82554_rna1_at	-1.05344	-1.28599	-0.78928	-0.62569	-0.4564	-0.56451	-0.52565	-0.70964	-0.55619	-0.69566	-1.28137	-1.03209	-0.85184	-0.9657	-0.86207	-0.53962	0.08013	-1.20466	-1.24482	-0.46187	-1.03507	-0.91468	-0.62934	-0.6897	-1.25268	-1.27619	-0.4451	-1.43337	-1.08902	-0.61115	-0.79762	-0.71902	-0.89873	-1.27116	-1.05256	-1.39906	-1.04455	-1.32403
DARC_gene	X85785_rna1_at	0.13798	0.08744	0.46853	0.30167	-0.06892	0.51895	0.28057	0.29017	-0.09382	0.51915	0.44752	0.25194	-0.27724	0.12999	0.10359	0.07069	0.19696	0.19058	0.46715	-0.51318	-0.43051	0.61419	0.40643	0.11783	0.50831	0.08364	0.80726	0.21264	0.38634	-0.05349	0.41302	0.55409	0.45551	0.4863	1.0131	0.14331	0.52831	0.76101
GB_DEF_-_DNA_sequence_from_intron_22_of_the_factor_VIII_gene_Xq28-_Contains_the_end_of_a_9-5kb_repeated_region_int22h-1_involved_in_many_cases_of_haemophilia	X86012_at	0.08063	0.17138	0.13474	0.12879	0.16272	0.47652	-0.25605	0.03043	0.01452	-0.17181	0.18302	0.14814	0.15168	0.08853	-0.12522	0.43899	-0.18346	-0.01805	0.04937	0.13986	0.10598	0.43398	0.14816	-0.64642	0.08463	-0.81372	0.21667	0.08467	0.19826	-0.2165	-0.25526	-0.27655	0.13773	-0.20303	0.06419	-0.23484	-0.09674	0.15256
Ung_gene_uracil-DNA-glycosylase_UNG2_extracted_from_H-sapiens_ung_gene_for_uracil_DNA-glycosylase	X89398_cds2_at	-0.25587	-0.80288	-0.10354	-1.06503	-0.41198	-0.20982	-1.02044	-1.24094	0.18858	-0.69566	-0.81165	-0.7999	0.0974	-0.06342	-0.23644	-0.89218	0.40269	-0.37394	-0.3762	-0.16244	-0.77994	-1.12665	-0.46337	0.08491	-0.50486	-0.14875	-0.68678	-0.35212	-0.93477	-1.16203	-0.65969	-1.41791	-1.02161	-0.54424	-0.45082	-1.11949	-1.34579	-1.32403
Novel_gene_in_Xq28_region	X92396_at	-0.64249	0.1967	-0.29087	-0.00225	0.17595	-0.31603	-0.35727	-0.26104	0.01157	-0.3801	0.11979	0.10692	0.34443	-0.05908	-0.07446	-0.36863	0.32881	-0.49038	-0.46504	0.09298	0.17768	-0.23742	-0.16462	0.18834	-1.0094	-0.81372	-0.97588	-0.48645	0.60381	0.28725	0.17288	-0.15018	-0.16929	-0.46717	-0.92391	-0.13471	0.24486	-0.24197
Erm_gene_exon_2345_and_joined_CDS	X96381_rna1_at	0.26176	-0.70416	-0.51714	-1.40715	-1.42668	-1.21719	-0.92911	-0.69646	-0.61282	-1.21583	-1.13151	-1.03209	-0.14285	-0.54982	-1.36044	-1.10241	-0.2239	-1.15769	0.24733	-0.60503	-0.49253	-0.47775	-0.1354	-1.48332	-0.33511	0.11488	-0.66066	-0.44865	-0.80934	-0.87536	-1.26183	-0.7936	-0.39892	-0.39609	-0.49082	-0.53765	-0.41644	-0.38443
NOV_Nephroblastoma_overexpressed_gene	X96584_at	-1.45769	-1.3942	-1.46227	-1.40715	-1.42668	-1.21719	-1.37386	-1.36832	-1.47649	-1.21583	-1.28137	-1.03209	-0.77122	-1.39979	-1.39503	-1.40095	-1.56783	-1.20466	-1.24482	-1.60767	-1.06221	-1.12665	-1.20963	-1.48332	-1.25268	-1.27619	-1.23051	-1.43337	-1.08902	0.41879	-1.26183	-1.44434	-1.47218	-1.34158	-1.22961	-1.39906	-1.30388	-1.32403
D1075-like_gene	X96698_at	-1.07147	-0.69206	-0.35834	-0.771	-0.06892	-1.21719	-0.31726	-0.25028	-0.33633	-0.6156	-0.76954	-1.03209	-0.84197	-0.81185	-1.12385	-0.7202	0.2518	-1.20466	-0.82569	-0.20048	-1.06221	-0.39071	-0.76026	-0.66193	-0.60995	-0.05063	-0.38553	-0.11844	-1.08902	-1.06326	-0.46736	-0.4647	-0.41883	-0.59138	-0.69735	-0.4121	-1.1541	-1.05204
TFE3_transcription_factor_gene_extracted_from_H-sapiens_TFE3_gene_exons_123_and_joined_CDS	X97160_rna1_at	-0.1252	0.25495	0.11595	0.35048	-0.5379	0.34483	0.45269	0.69117	0.36777	0.28331	0.58766	0.55824	-0.31972	-0.10794	-0.60476	-0.16793	0.58478	0.13476	-0.01714	-0.55224	0.27891	-0.07672	0.20606	-0.17798	0.4256	0.17051	0.65809	0.2492	0.15513	0.2245	0.36785	0.38255	0.38837	0.31921	0.27523	0.0456	0.1524	0.42389
NRGN_gene_exons_23_&_4_joined_CDS	X99076_rna1_at	-1.45769	-1.3942	-1.46227	-1.40715	-1.42668	-1.21719	-1.37386	-1.36832	-1.47649	-1.21583	-1.28137	-1.03209	-1.36149	-1.39979	-1.39503	-1.40095	-1.56783	-1.20466	-1.24482	-1.60767	-1.06221	-1.12665	-1.20963	-1.48332	-1.25268	-1.27619	-1.23051	-1.43337	-1.08902	-1.29865	-1.26183	-1.44434	-1.47218	-1.34158	-1.22961	0.63097	-1.34579	-1.32403
mRNA_from_TYL_gene	X99688_at	1.31159	0.88571	1.36031	1.09076	0.55596	1.36351	1.81145	1.61747	1.60153	0.88335	0.99594	1.3827	0.86025	0.89064	0.82891	1.09087	1.45548	1.17388	0.96299	0.58376	1.04137	1.368	1.4569	1.05558	1.23016	0.90407	1.72328	1.15835	1.04655	0.85393	1.06635	0.99553	1.16388	-0.10319	1.63063	1.03286	1.06924	1.35591
TPRC_gene	X99720_rna1_at	-0.53131	-0.89365	-0.6324	-0.75682	-0.0149	-1.21719	-1.37386	-0.93427	0.17404	-1.21583	0.49964	-1.03209	-0.18853	-0.40377	0.16433	-0.69284	-0.3207	-1.04531	-0.26699	0.21679	-0.23588	-0.33132	-0.34924	-0.40977	-0.6624	0.11283	-1.23051	-0.70334	-0.81627	-1.10789	-0.65514	-1.44434	-0.10404	-1.01427	-1.22961	-0.48348	-0.79893	0.11815
GB_DEF_-_NDUFV3_gene_exon_3	X99728_at	-0.30741	-0.03722	-0.02986	-0.02563	-0.94605	0.02695	-0.01604	-0.27741	0.08658	-0.32257	-1.28137	-0.4557	-0.34734	0.11935	-0.27769	0.15888	0.46301	-0.0909	-0.22658	0.03246	0.2725	-0.54741	0.0686	-0.73507	-0.92102	-0.06296	0.37013	-0.24491	0.36504	0.04616	-0.37309	-0.07939	-0.22975	0.02461	0.00884	-0.03082	-0.85528	-0.11173
Adenine_phosphoribosyltransferase_aprt_gene_extracted_from_Human_APRT_gene_for_adenine_phosphoribosyltransferase	Y00486_rna1_at	0.17012	1.44162	1.4259	1.17103	1.43571	1.56696	1.4813	1.20148	1.35122	1.52303	1.33203	1.59086	0.97172	1.49616	1.32092	1.2758	1.23449	0.55342	1.63723	1.29372	1.01405	0.54157	1.43438	1.50116	1.3001	1.74887	1.44388	1.08068	1.25884	1.31245	1.48922	1.0717	0.99674	1.12495	1.45174	1.09666	1.19937	1.0006
Exon_A2_from__H-sapiens_gene_encoding_RING_finger_protein-/ntype-DNA_/annot-exon	Y07829_xpt4_at	0.16854	-0.90377	0.49169	0.25339	-0.48949	0.28607	0.53724	0.45585	-0.28869	0.40798	0.17399	-0.06719	-0.77576	-0.37288	-0.48072	0.0767	-0.26819	-0.45439	0.33189	-0.61698	-0.26238	0.32507	0.76963	-0.43706	-0.68726	-0.54386	0.75132	0.04787	-0.03763	0.25898	0.17647	0.53571	0.29604	0.33692	-0.61146	-0.1475	0.13419	0.1328
GB_DEF_-_Spot14_gene	Y08409_at	0.62378	0.31218	0.56302	0.14508	0.13395	0.61016	0.4697	0.8221	0.31868	0.37101	0.54653	0.56577	0.21776	0.43114	0.09711	-0.04227	0.40516	-0.08487	0.19997	0.2211	0.57337	0.86517	0.61753	-0.50399	0.46715	-0.61778	0.70887	0.62066	0.33115	0.24383	0.12859	0.14776	0.66868	-0.6284	0.89969	0.58343	0.59722	0.74173
GB_DEF_-_EYA1A_gene	Y10260_at	-1.45769	-1.3942	-1.46227	0.38166	-1.42668	0.31503	-1.37386	-1.36832	-1.47649	0.05976	-1.28137	-1.03209	-0.74443	-1.39979	-1.06734	-1.40095	-1.56783	-1.20466	-1.24482	-1.60767	-0.85005	-1.12665	0.49546	-1.45559	-1.25268	-1.27619	0.76049	-1.43337	-1.08902	-1.29865	-1.26183	-1.44434	-1.47218	-1.34158	-0.22633	-1.39906	-1.34579	-1.32403
GB_DEF_-_Twist_gene	Y10871_at	0.77489	0.33256	0.54527	0.76441	0.11309	1.07392	0.82027	0.84489	0.50583	0.31173	-0.44096	0.76513	0.39794	0.50917	0.34594	0.5434	0.13606	0.52031	0.54382	-0.36099	-1.06221	1.32007	0.90545	-0.67373	0.68244	0.24279	0.95665	0.80159	0.34526	0.42802	0.90546	0.8756	0.77218	0.74895	1.17688	0.63097	0.70711	0.6449
HTcf-4_gene_extracted_from_H-sapiens_mRNA_for_beta_catenin/TCF-4	Y11306_rna1_at	-0.1859	-0.07432	0.31505	0.3047	-0.6754	-0.31603	0.3997	-1.36832	-0.45311	-1.21583	-0.4963	-0.65124	-0.70572	-0.14279	-1.39503	-0.40442	-0.16234	-1.20466	-0.62596	-0.71129	0.5339	0.31679	-1.11727	-0.80982	-1.25268	0.10251	0.53309	0.20364	-1.08902	-0.20985	-0.92321	0.50082	0.35118	-0.55969	-0.21944	-0.18327	0.00711	0.40928
GB_DEF_-_BCL9_gene	Y13620_at	-0.85118	0.2992	-0.63927	-1.40715	-0.88213	-0.87227	-1.37386	-0.23438	-0.31434	0.65278	0.04764	-1.03209	-0.32791	-0.04619	-1.08578	-0.48393	-1.05679	-0.36988	0.29629	-0.13536	0.74228	-0.71034	0.11662	-0.57964	-0.98824	-1.07753	0.52872	-0.38031	-1.08902	-1.29865	-1.26183	-1.31934	-0.93012	-1.34158	-0.87552	-0.51728	-0.93667	-0.19123
GB_DEF_-_G_protein_gene_encoding_beta_3_subunit_exon_1_and_promoter	Y14140_at	1.10381	0.72008	1.11057	1.16621	0.47634	1.0484	1.19595	1.3032	0.695	0.966	0.74639	0.46716	0.60573	0.61091	0.32737	0.53235	0.83203	0.89882	0.56567	0.56258	0.19184	0.59111	1.22146	0.6761	0.72736	0.7322	1.32435	0.73935	0.49971	0.98732	1.09378	0.99845	1.20513	0.89347	0.97775	0.76838	0.64508	0.97012
MHC-encoded_proteasome_subunit_gene_LAMP7-E1_gene_proteasome_subunit_LMP7_extracted_from_H-sapiens_gene_for_major_histocompatibility_complex_encoded_proteasome_subunit_LMP7	Z14982_rna1_at	1.13096	0.70035	-0.33853	0.41723	1.28045	0.34483	-0.46373	-0.62519	-0.71071	-0.02449	-1.28137	0.22834	0.9409	1.15693	1.57342	0.74	0.55164	1.32911	0.74387	1.1868	-1.06221	-0.30296	-1.20963	0.52566	0.46425	1.09326	-1.23051	-1.43337	-0.32503	-0.2861	-0.19897	-1.44434	-1.47218	-1.34158	-1.22961	0.33286	0.02993	-1.32403
Kinectin_gene	Z22551_at	-0.62363	-0.68806	-1.21154	-0.63388	-0.30665	-1.05571	-1.18815	-0.76905	-0.66036	-0.96737	-1.28137	-1.03209	-0.3089	-0.36081	-0.43799	-0.39452	-0.20344	-0.90863	-0.77756	0.00716	0.37392	-0.66253	-0.81028	-0.48437	-0.57805	-1.13912	-0.78144	-1.43337	-0.76881	-0.99767	-0.75093	-0.6613	-1.23379	-1.23787	-1.22961	-1.39906	-1.22573	-1.32403
Garp_gene_mRNA	Z24680_at	-0.74307	-0.94545	-0.80996	-0.8821	-0.94055	-0.42011	-0.95857	-0.55534	-0.48433	-1.21583	-1.28137	0.47336	-1.16426	-1.39979	-1.39503	-0.3591	0.18107	0.22608	-0.77756	-1.60767	-0.61935	-0.27931	-1.20963	-1.14774	-0.47232	-0.59984	0.27001	-0.40057	-0.74274	-0.59692	0.15101	-0.92359	-0.10056	0.19488	0.53427	-0.81899	-1.34579	0.09573
GB_DEF_-_CD36_gene_exon_15	Z32765_at	1.29914	1.20118	1.3961	1.2338	0.91251	1.42209	1.51366	1.535	1.12956	1.2772	1.23343	1.29471	0.58546	1.28553	0.7356	0.70463	0.927	0.98376	1.25345	0.53678	0.90665	1.38773	1.41842	0.97718	1.37282	0.84563	1.5018	1.45033	1.414	1.56897	2.47554	1.31303	1.40971	1.27664	1.73048	1.75211	1.726	1.90415
H-IDH_gamma_gene_NADH-specific_isocitrate_dehydrogenase_gamma-subunit_precursor_extracted_from_H-sapiens_IDH_gamma_gene_and_TRAP_delta_gene	Z68129_cds1_at	0.6953	-0.05655	0.15173	0.23074	-0.22213	0.39029	0.09493	-0.29408	0.29675	0.3187	0.13885	0.40501	0.34443	0.02362	0.23237	0.26772	-0.48933	0.13954	0.06894	0.29338	0.07193	-0.37336	0.40643	0.11442	-0.30794	0.69144	-0.70281	-0.24491	0.2006	0.33194	0.19071	-0.15651	-0.15436	-0.29448	-0.37948	0.33182	0.10612	0.55262
5-aminolevulinic_acid_synthase_gene_extracted_from_Human_DNA_sequence_from_PAC_296K21_on_chromosome_X_contains_cytokeratin_exon_delta-aminolevulinate_synthase_erythroid-_5-aminolevulinic_acid_synthase-EC_2-3-1-37-_6-phosphofructo-2-kinase/fructose-26-bisphosphatase_EC_2-7-1-105_EC_3-1-3-46_ESTs_and_STS	Z83821_cds2_at	-1.45769	-0.46687	-1.46227	-1.40715	-1.42668	-1.21719	-0.61654	2.00283	-1.47649	-1.21583	-1.28137	-1.03209	-1.36149	-1.39979	-1.39503	-1.40095	-1.07548	-1.20466	1.25274	1.69745	-0.28178	0.28938	-1.20963	-1.48332	1.63355	-0.97208	-1.23051	0.82168	2.5969	-0.14006	-1.26183	-0.92359	1.83276	-1.34158	0.98274	-1.39906	2.45793	3.10109
Zeta-globin_1_gene_extracted_from_Human_DNA_sequence_from_cosmid_GG1_from_a_contig_from_the_tip_of_the_short_arm_of_chromosome_16_spanning_2Mb_of_16p13-3_Contains_alpha_and_zeta_globin_genes_and_ESTs	Z84721_cds1_at	-0.43819	-0.43934	-1.46227	-0.41796	-1.42668	-1.21719	-0.52942	0.65428	-1.47649	-0.55981	-1.28137	-1.03209	-1.027	-0.24803	-1.39503	-0.64038	-0.27183	-1.20466	0.83393	0.37055	-1.06221	0.07419	-0.94797	-0.61615	0.13164	-0.77	-0.66066	-0.50267	1.22132	-0.67067	-0.60223	-0.19108	1.03092	0.31622	0.71787	-1.39906	1.09919	1.37364
Alpha-globin_1_gene_extracted_from_Human_DNA_sequence_from_cosmid_GG1_from_a_contig_from_the_tip_of_the_short_arm_of_chromosome_16_spanning_2Mb_of_16p13-3_Contains_alpha_and_zeta_globin_genes_and_ESTs	Z84721_cds2_at	2.65705	2.93489	2.98335	3.33625	1.83754	1.96604	3.36576	3.25724	-1.17221	2.38619	2.93917	2.86103	2.57216	3.20213	-0.05688	2.59005	2.4542	-1.20466	3.38569	1.92796	1.99997	3.69445	2.14392	2.08025	3.36526	3.2384	3.10785	3.1048	3.64076	2.69286	2.81797	3.05123	2.63054	2.87992	3.69866	2.38878	2.28398	2.77519
DNA_binding_protein_from__Human_DNA_sequence_from_PAC_339A18_on_chromosome_Xp11-1-Xp11-4-_Contains_KIAA0178_gene_similar_to_mitosis-specific_chromosome_segregation_protein_SMC1_of_S-cerevisiae_DNA_binding_protein_similar_to_URE-B1_ESTs_and_STS-/ntype-DNA_/annot-CDS	Z97054_xpt2_at	-0.18358	0.2618	0.24981	0.16285	-0.03737	0.17489	0.42043	0.34881	0.00414	-0.25863	0.0518	0.08871	0.69724	0.26579	0.05213	-0.25445	0.26642	0.44177	-0.09148	0.20549	-0.63651	-0.30296	0.0071	-0.15492	0.13372	0.04471	0.30581	0.03708	-0.06207	0.30636	0.20471	-0.28875	0.02232	0.38254	0.16394	0.27398	0.50671	0.23408
KIAA0006_gene_partial_cds	D25304_at	0.60622	-0.23337	-0.3002	-0.43113	0.26515	-0.69242	-0.32634	-1.36832	-1.09275	-1.21583	-1.28137	-0.03186	0.87162	-0.76888	1.57554	0.64733	0.92256	-1.20466	-1.24482	0.79222	-1.06221	-1.12665	-1.20963	1.09245	-1.25268	-0.56499	-1.23051	-1.43337	-1.08902	-1.29865	-0.2848	-1.44434	-1.47218	-1.34158	0.76381	-1.39906	-1.34579	-1.32403
KIAA0072_gene_partial_cds	D31889_at	-1.05941	-0.22861	-0.19015	-0.37639	-1.22739	-0.03588	-0.24205	0.06512	-0.21801	-0.79493	-0.52333	-0.33949	-1.36149	-0.54982	-1.23424	-0.49481	0.06063	-0.967	-1.24482	-1.03171	-0.80735	-0.59505	-1.20963	-1.29675	-1.01656	-0.4263	0.00065	-0.28784	-1.08902	-1.00342	-0.43482	-0.52023	-0.45483	-0.99527	-0.1404	-1.07332	-0.30465	-0.81685
CBFA2_Proto-oncogene_AML1_{alternative_products}	D43968_at	-1.45769	-1.3942	0.79213	-0.73365	0.00704	0.71892	-0.27313	-0.59739	0.28503	0.40798	0.28646	-0.27948	-0.55871	0.18971	0.51789	-0.99766	0.27316	-0.6659	-0.68269	-0.24494	0.54671	0.22063	-0.03522	0.43547	-0.33511	-1.27619	-1.23051	-0.62142	-1.08902	-0.79086	-1.26183	0.33612	0.11909	-0.78856	0.61744	-1.39906	-0.60089	-1.32403
KIAA0178_gene_partial_cds	D80000_at	-1.2228	-0.81201	-0.74541	-0.55878	0.19546	-0.5784	-0.48152	-0.63329	0.04493	-0.75505	-0.18139	-0.6001	0.91774	-0.22704	0.32487	-0.69284	0.00458	-0.89458	-0.80736	-0.38236	0.10341	-1.12665	-0.54281	0.42938	-0.56913	-0.2254	-0.78144	-0.54284	-0.5782	-1.29865	-1.06935	-1.2963	-1.47218	-1.34158	-0.45082	-0.62782	-0.55863	-1.32403
KIAA0221_gene	D86988_at	0.46502	0.97175	0.97371	1.15528	0.37211	1.11395	1.47159	1.50628	0.8639	0.11771	1.25568	1.14052	0.63945	1.05464	0.81391	0.77983	0.7284	0.97679	1.15758	0.67718	0.71752	1.1959	1.44131	1.2053	0.87591	0.98732	1.05516	0.95245	0.35322	0.95081	1.09827	0.89018	1.36988	0.64232	0.89535	1.0025	1.15425	1.20951
MYC_V-myc_avian_myelocytomatosis_viral_oncogene_homolog	L00058_at	-1.45769	-0.60439	-1.46227	1.17284	1.36657	-1.21719	-0.36358	-0.85309	-1.03514	-0.41411	-0.93255	-1.03209	-0.44515	1.41608	0.64704	-1.40095	1.06246	-1.20466	-1.24482	-0.54339	0.92579	-1.12665	-0.92602	0.71293	-1.15591	-1.27619	-1.23051	-1.43337	-0.91137	-1.29865	-1.26183	-1.44434	-1.47218	-1.34158	-1.22961	-1.39906	-1.34579	-1.32403
Translocation_T4-11_of_ALL-1_gene_to_chromosome_4	L04731_at	0.62859	0.08077	0.59153	0.90052	-0.52381	-0.93176	-1.37386	1.05818	0.24438	-1.21583	-1.28137	-1.03209	-1.36149	-0.75041	-1.39503	-1.40095	0.65171	-1.20466	-1.24482	-0.01321	-1.06221	-1.12665	-1.20963	-0.1436	-1.25268	-1.27619	0.79303	0.35082	-1.08902	0.27262	-1.26183	0.43984	0.42118	0.84443	-1.22961	-0.02444	0.37478	0.63661
Spermidine_synthase_gene	M64231_rna1_at	-0.51125	-0.72056	-0.09052	-1.40715	-1.42668	-1.21719	-1.37386	0.08753	-0.37739	-1.21583	-0.21144	-1.03209	-0.65263	-1.39979	-0.86691	-0.58264	-1.24203	-0.46326	-1.24482	-0.5153	-0.9831	-1.12665	-1.20963	-0.12357	-0.18286	-0.11926	-1.23051	-0.29303	-0.66273	-0.76452	-1.26183	-1.31934	0.08337	-0.63261	-1.22961	-0.00714	-1.14046	0.11631
Glucose_transporter_GLUT4_gene	M91463_rna1_at	-0.05405	-0.2977	0.10862	0.41723	-1.0147	-0.50662	-0.01168	0.70346	0.05624	0.15163	0.09834	-0.44502	-0.33619	-0.30552	-1.39503	-0.90333	-0.59485	-0.95207	0.30389	-0.24342	-1.06221	-1.12665	-0.73618	-1.48332	-0.0805	-0.19913	0.06247	0.28573	0.30019	-0.95304	0.63176	0.52982	-0.34181	0.19658	0.40438	0.24232	0.33443	0.18913
NFKB2_Nuclear_factor_of_kappa_light_polypeptide_gene_enhancer_in_B-cells_2_p49/p100	S76638_at	-1.01269	-1.3942	-0.49345	-1.32629	-1.42668	-1.21719	-0.52942	-0.38855	-1.47649	-1.21583	-1.00297	-0.72627	-1.36149	-0.85691	-1.39503	-1.40095	-1.56783	0.14429	-1.24482	-1.46617	-0.8428	-1.12665	-0.62934	-1.48332	-1.25268	-1.27619	-1.23051	-0.06833	-1.08902	0.00807	-0.78179	-1.44434	0.15726	-1.34158	-0.89596	0.69218	0.53987	0.30438
Cyclooxygenase-2_hCox-2_gene	U04636_rna1_at	-1.45769	-1.3942	-1.46227	-1.40715	-1.42668	-1.21719	-1.37386	-1.36832	-1.47649	-1.21583	-1.28137	-1.03209	-1.36149	-1.39979	-1.39503	-1.40095	-1.56783	-1.20466	-1.24482	-1.60767	-1.06221	-1.12665	-1.20963	-1.48332	-1.25268	-1.27619	-1.1321	1.15464	-1.08902	-1.29865	-1.26183	-0.71111	0.8061	-1.34158	-1.22961	0.93572	-0.24538	-1.32403
Glioma_pathogenesis-related_protein_GliPR_mRNA	U16307_at	-1.45769	-1.3942	-1.46227	-1.27602	-1.42668	-1.21719	-1.37386	-1.36832	-1.47649	-1.21583	-1.28137	-1.03209	-1.36149	-1.39979	-1.39503	-1.40095	1.29043	-1.20466	-1.24482	-1.54507	-1.06221	-1.12665	-1.20963	-1.48332	-0.55591	-1.27619	-1.23051	-1.43337	-1.08902	0.19665	-0.00808	-0.99103	-1.47218	-0.69816	-0.40822	-0.66819	-1.34579	-0.99355
SLC6A8_gene_creatine_transporter_extracted_from_Human_Xq28_cosmid_creatine_transporter_SLC6A8_gene_and_CDM_gene_partial_cds	U36341_rna1_at	0.51525	0.27533	0.29384	0.87944	0.25916	0.56771	0.87395	0.73935	0.4077	0.44352	0.08041	0.25711	-0.39046	0.3403	-0.00981	0.4907	0.47894	0.31546	0.51388	-0.03645	-1.06221	0.96479	0.58005	-0.07215	0.47726	0.02911	0.81376	0.42585	1.4089	0.58696	0.63068	0.67735	1.062	0.13854	0.9051	0.41355	1.09217	1.70017
OR17-40_gene_extracted_from_Human_olfactory_receptor_gene_cluster_on_chromosome_17_OR17-228_and_OR17-40_and_OR17-24_and_OR17-25_pseudogenes	U58675_cds2_at	-0.11654	-0.22861	0.17388	-0.42452	-0.33188	-0.12879	-0.27313	-0.30253	0.0743	-0.17181	-0.53914	-1.03209	-0.48687	-1.39979	-1.09201	0.00195	0.25572	-0.15344	-0.05496	-0.30008	0.17291	0.23885	-0.34924	0.05807	-0.24956	-1.02682	0.60037	-0.12059	-0.66864	-1.29865	-1.26183	-0.28385	0.24876	0.11276	-0.82942	-0.0854	-0.58657	-0.06989
Hnrnp_a1_protein_gene_extracted_from_Human_gene_for_heterogeneous_nuclear_ribonucleoprotein_hnRNP_core_protein_A1	X12671_rna1_at	1.78251	2.17754	2.0021	2.03037	2.48107	2.3165	1.83609	2.12252	2.39312	2.54711	2.83219	2.4849	2.2309	2.32444	2.467	2.50791	2.45718	2.4199	2.51597	2.5208	3.59672	2.74708	2.70122	2.3747	2.70048	2.68897	2.64157	2.77771	2.97167	2.07677	1.85587	1.78971	1.91003	2.26368	2.36023	1.82073	2.08405	2.5864
ECP_gene_for_eosinophil_cationic_protein	X55990_rna1_at	-0.38478	-0.55843	0.04922	0.14328	1.61636	-0.10328	0.01613	-0.41699	-0.30571	-1.01051	-0.73918	0.14814	-0.50681	-0.37898	-0.73234	-0.2404	-0.68514	-0.7052	-0.48212	-0.76433	-0.86474	-0.54226	-0.34129	-0.11045	-0.24956	-0.65945	0.08377	-0.16468	2.15444	0.41982	0.75259	-0.3524	0.27385	0.44178	-0.86212	0.60158	0.67502	-0.37802
GL105_gene_histone_H2B_extracted_from_H-sapiens_genes_for_histones_H2B-1_and_H2A	X57985_rna2_at	-0.03216	-1.3942	-1.46227	-0.9204	-0.19723	-1.21719	0.33006	-1.36832	-1.47649	0.30294	-1.28137	1.40192	0.15963	-1.39979	-0.63403	-0.30086	1.15148	-1.20466	-1.24482	0.26295	-0.26238	-1.12665	-1.20963	0.75789	0.41645	-0.11662	-1.23051	-0.76236	-0.85171	0.05421	-0.08633	0.60978	-1.47218	1.04493	-1.22961	-0.79055	0.33443	0.55718
HNRPK_Heterogeneous_nuclear_ribonucleoprotein_K	X72727_at	1.38595	1.53189	1.42754	1.025	1.52413	1.08254	1.0308	1.45467	1.33327	1.10821	2.10097	0.79964	1.52196	1.44369	1.47357	1.63941	1.60212	0.85563	1.54716	1.71708	2.46017	1.74627	1.4569	1.81913	1.23651	1.61422	0.97228	1.49882	1.76284	1.35992	0.82753	1.11263	1.12432	1.61753	1.53746	1.07706	1.07284	1.5038
Protein_encoded_by_a_candidate_gene_DXS6673E_for_mental_retardation	X95808_s_at	0.34773	-0.8987	-0.70734	0.05673	-0.2794	-1.21719	-0.01604	-1.36832	0.05202	0.19236	-0.30807	-1.03209	0.40276	0.08113	-1.00285	-1.22805	0.19801	-1.20466	-1.07046	-1.25644	0.19184	-1.12665	0.13856	0.30966	-1.0992	0.38311	0.00065	-0.63647	-1.08902	-1.0388	-0.23516	-0.94381	-1.18942	0.44568	-0.1404	-0.81077	-1.34579	-1.32403
PrP_gene_exon_2	X83416_s_at	-1.31287	0.02016	-1.46227	-0.43113	-0.63512	-1.21719	-0.53702	-0.60131	-0.49769	-1.06353	-0.257	0.33387	0.15963	-0.74131	0.22818	-0.89218	0.15502	-1.20466	-0.68269	-0.56342	1.15145	-0.15539	-1.20963	0.20865	0.41951	-1.27619	-1.23051	-0.34935	-0.16682	0.33878	-1.01341	-0.69548	-0.12883	-1.23787	-1.22961	-0.40957	0.13572	-0.50453
KIAA0006_gene	D13631_s_at	0.49991	0.01657	-0.28855	0.35623	0.03423	0.17696	0.24496	-0.52956	-0.44548	-0.66481	-0.92032	0.68725	0.74253	-0.26951	1.27558	0.63633	1.13296	-0.22727	-0.27044	0.4021	-1.06221	-1.12665	-0.48149	1.09726	-0.61459	-0.99223	0.04312	-0.64027	-0.5782	-0.51953	0.29551	-0.32896	-1.21449	0.21179	0.78721	-0.53765	-1.00321	-1.32403
KIAA0007_gene_partial_cds	D87716_s_at	-1.45769	-1.07133	-1.46227	-0.60951	-0.70894	-1.21719	-1.37386	-1.36832	-1.22118	-1.21583	-0.82797	-1.03209	-1.1161	-0.64264	-1.31903	-1.18934	-0.28657	-1.20466	-1.07046	-0.00523	-1.06221	-1.12665	-1.20963	-1.48332	-1.25268	-1.27619	-1.23051	-1.27503	-1.00871	-1.29865	-1.26183	-1.31159	-1.47218	-1.34158	-1.22961	-1.39906	-1.34579	-1.32403
Cyclooxygenase-2_hCox-2_gene	D28235_s_at	-1.45769	-1.3942	-1.46227	-1.40715	-1.42668	-1.21719	-1.37386	-1.36832	-1.47649	-1.21583	-1.28137	-1.03209	-1.36149	-1.39979	-1.39503	-1.40095	-1.56783	-1.20466	-1.24482	-1.60767	-1.06221	-1.12665	-1.20963	-1.48332	-1.25268	-1.27619	-1.23051	0.86131	-1.08902	-1.29865	-1.26183	-0.5428	0.60918	-1.34158	-1.22961	0.52567	-0.61913	-1.32403
